FINAL_GRADE
506.5076923076923
449.20000000000005
412.0461538461538
460.7692307692308
492.0615384615385
479.8923076923077
433.1230769230769
590.2307692307693
473.9846153846154
535.2461538461538
625.0923076923076
609.2923076923076
483.8307692307692
506.1230769230769
452.38461538461536
421.2307692307692
498.4307692307693
541.8307692307692
563.723076923077
517.123076923077
749.0923076923076
554.5538461538462
546.3076923076923
660.5538461538462
492.0769230769231
486.4461538461538
696.5076923076923
569.2923076923076
569.6615384615385
486.7076923076923
454.16923076923075
607.123076923077
667.5230769230768
592.7076923076922
764.5538461538462
584.5846153846154
636.4923076923077
598.2615384615384
524.5538461538462
451.4307692307693
541.8461538461538
422.15384615384613
527.0923076923077
596.5999999999999
590.3692307692307
547.3230769230769
466.79999999999995
500.9692307692307
549.3538461538461
527.2
696.6615384615385
464.923076923077
657.0153846153846
420.2769230769231
656.3538461538462
466.61538461538464
517.7076923076922
602.5076923076923
446.09230769230766
641.6769230769231
635.1076923076923
591.676923076923
643.1846153846155
378.7384615384615
588.8923076923077
452.4769230769231
659.7846153846154
478.5538461538462
530.8
686.646153846154
399.12307692307695
511.15384615384625
536.0
496.676923076923
656.5538461538462
542.4153846153847
534.5384615384615
403.3076923076923
410.3692307692308
536.4615384615385
635.6615384615384
491.53846153846155
490.18461538461537
657.3384615384615
528.9538461538461
446.1846153846154
488.3384615384615
459.5846153846154
543.5538461538462
550.2307692307693
487.40000000000003
575.8615384615385
564.6
512.6769230769231
640.0769230769231
820.0461538461539
553.2769230769231
553.1384615384616
589.8153846153847
484.0769230769231
548.5076923076923
511.3538461538462
691.9076923076923
752.8153846153845
529.4307692307692
668.8923076923076
485.2153846153846
701.7384615384616
502.55384615384617
684.9846153846155
615.2461538461539
643.0
614.1076923076923
548.3846153846154
711.3846153846154
541.2461538461538
536.5846153846154
518.5692307692308
518.4000000000001
547.8615384615384
574.7076923076924
435.4307692307693
472.55384615384617
574.6615384615384
540.1692307692307
518.1384615384616
472.09230769230766
596.3846153846154
714.4153846153847
512.7384615384615
662.9846153846154
537.1846153846153
444.58461538461535
517.5384615384615
545.1846153846153
442.9692307692308
464.7846153846154
443.3076923076923
652.4461538461538
529.8923076923077
643.2769230769229
515.0307692307692
671.1999999999999
563.8615384615384
454.4153846153846
550.8153846153847
488.6307692307692
495.3846153846153
699.8769230769232
441.6461538461538
593.5846153846154
674.2923076923076
487.2615384615385
567.1384615384615
712.7846153846153
597.4153846153846
612.5384615384615
510.3538461538462
460.23076923076917
493.33846153846156
613.1384615384616
435.0615384615384
651.0
482.9384615384616
541.2923076923078
660.5999999999999
504.55384615384617
617.6461538461538
474.2307692307692
522.5692307692308
524.5692307692308
379.4
450.21538461538455
468.9692307692307
476.9230769230769
624.3846153846154
472.55384615384617
547.4000000000001
472.2769230769231
566.5076923076923
384.15384615384625
724.5999999999999
549.8615384615384
576.9846153846155
502.13846153846146
425.276923076923
653.1846153846153
657.1692307692308
479.79999999999995
566.0153846153846
387.80000000000007
621.6153846153846
685.0615384615384
576.446153846154
560.0307692307692
450.2153846153846
417.20000000000005
460.83076923076925
610.0769230769231
689.8307692307692
622.8923076923077
484.9230769230769
500.9846153846154
408.3076923076923
622.0153846153846
694.1692307692308
570.0769230769231
463.5384615384616
542.5846153846153
565.9538461538461
482.6307692307692
441.44615384615383
487.0769230769231
